Run_ID,Condition,Time_Period,ID,Name,Pool_Total_Revenue,Output,Capacity,Capability,Dispatch_Cost,Incr_Cost,Full_Load_Cost,Net_Cost,Fixed_Cost,Variable_OM_Cost,Fixed_Cost_Base,Variable_OM_Cost_Base,Fixed_Cost_Aux1,Variable_OM_Cost_Aux1,Fixed_Cost_Aux2,Variable_OM_Cost_Aux2,Fuel_Usage,Output_MWH,Output_MWH_Primary,Output_MWH_Secondary,Percent_Marginal,Percent_Committed,Primary_Fuel_Usage,Revenue,Energy_Revenue,Capacity_Revenue,Secondary_Fuel_Usage,Total_Fuel_Cost,Value,Forced_Outage,Maint_Outage,Used_For_Op_Reserve,Spin_Reserve,Spin_Reserve_Revenue,Non_Spin_Reserve,Non_Spin_Reserve_Revenue,Input_Spin_Reserve,Input_Spin_Reserve_Revenue,Report_Year,Report_Month,Report_Day,Report_Hour,LT_Iteration,Risk_Iteration,Study_Info,Record_Number,Total_Hours_Run
Base Case,Average,2029,AB_Renewables,Alberta Renewables Group,4990397560,1113.619263,2788,"1,114.00",10.02,4.77,4.88,4.19,"123,533.00","10,419.00","123,533.00","40,116.00",0,-29696.98,.,0,"19,652,516.00",9755304,9755304,0,0,0,19652516,518036.8125,518036.8125,0,.,1829.84,"354,903.00",1007.79,23.20000076,567.4013062,567.4013062,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,50,8760
Base Case,Average,2029,Intertie,AB Interties,4990397560,228.5236969,3306,"3,306.00",114.11,54.34,54.34,56.17,.,.,.,.,0,0,.,0,"18,016,808.00",2001867.5,2001867.5,0,42.72,0,18016808,114321.6406,114321.6406,0,.,108877.73,"5,444.00",0,0,96.62162018,27.59672356,0,69.02489471,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,51,3742
Forcing Wind,Average,2029,MRO,MidwestReliabilityOrganization,4652912860,36.11164093,306,306,114.11,54.34,54.34,55.64,.,.,.,.,0,0,.,0,"2,847,041.75",316337.97,316337.97,0,15.33,0,2847041.75,17893.89844,17893.89844,0,.,17041.81,852,0,0,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,468,1343
Forcing Wind,Average,2029,AB,Alberta,4652912860,12220.85938,20747.74023,"16,573.00",98.75,31.99,32.68,22.84,"1,378,882.00","436,092.00","842,385.00","514,702.00",536497.06,-78609.66,.,0,"377,763,456.00",107054728,107054728,0,84.67,18.72,377763456,5373617,5373617,0,.,1834597.75,"1,627,937.00",2992.05,539.1184082,691.65271,691.65271,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,469,8760
Forcing Wind,Average,2029,AB_CCCT_NG,AB_CCCT_NG,4652912860,4229.486328,6383.98584,"5,847.00",93.63,42.09,42.62,39.81,"720,937.00","181,082.00","300,546.00","181,082.00",420390.66,0,.,0,"238,821,584.00",37050304,37050304,0,53.57,52.85,238821584,1875093.25,1875093.25,0,.,1203126.38,"-273,671.00",287.88,248.6653137,123.8107986,123.8107986,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,470,8760
Forcing Wind,Average,2029,AB_HY_WAT,AB_HY_WAT,4652912860,250.5209656,894,251,6.8,3.24,3.24,3.35,"32,990.00","7,110.00","32,990.00","7,110.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,109534.2813,109534.2813,0,.,0,"69,434.00",0,0,553.4960327,553.4960327,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,471,8760
Forcing Wind,Average,2029,AB_OtherTech_NG,AB_OtherTech_NG,4652912860,75.18489838,97.98904419,89,99.19,47.24,49.5,51.62,"4,643.00","5,826.00","4,643.00","5,826.00",0,0,.,0,"4,934,705.50",658619.69,658619.69,0,1.84,0,4934705.5,33953.21875,33953.21875,0,.,26058.41,"-3,605.00",4.77,3.930410862,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,472,8760
Forcing Wind,Average,2029,AB_SCCT_NG,AB_SCCT_NG,4652912860,6024.323242,8595.598633,"8,074.00",68.6,29.06,29.94,17.34,"387,608.00","258,888.00","271,502.00","258,888.00",116106.44,0,.,0,"114,232,696.00",52773068,52773068,0,29.26,0.05,114232696,2652109.25,2652109.25,0,.,603109.81,"1,378,632.00",332.17,189.0873566,14.31956768,14.31956768,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,473,8760
Forcing Wind,Average,2029,AB_SCCT_OT,AB_SCCT_OT,4652912860,85.62976837,94,86,38.22,18.2,18.48,19.09,"5,912.00","3,450.00","5,912.00","3,450.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,37443.375,37443.375,0,.,760.85,"17,669.00",3.67,4.699999809,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,474,8760
Forcing Wind,Average,2029,AB_ST_Coal,AB_ST_Coal,4652912860,1.458250046,776.2876587,671,603.91,48.7,49.75,69.79,"63,428.00",151,"63,428.00",151,0,0,.,0,"121,936.57",12774.27,12774.27,0,0,0.55,121936.57,751.1986694,751.1986694,0,.,473.37,"-63,538.00",31.68,73.81095886,0.026266038,0.026266038,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,475,80
Forcing Wind,Average,2029,AB_ST_OT,AB_ST_OT,4652912860,301.9983521,340,302,23.98,11.42,11.69,12.08,"30,000.00","12,168.00","30,000.00","12,168.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,132054.9688,132054.9688,0,.,1069,"71,117.00",21,17,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,476,8760
Forcing Wind,Average,2029,AB_ST_SUN,AB_ST_SUN,4652912860,3.659878492,15,4,0,0,0,0,589,.,589,.,0,0,.,0,0,32060.54,32060.54,0,0,0,0,1680.957642,1680.957642,0,.,0,"1,092.00",9.84,1.5,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,477,4619
Forcing Wind,Average,2029,AB_WT_WND,AB_WT_WND,4652912860,1248.59729,3545,"1,244.00",-6.26,-2.98,-2.98,-3.08,"132,580.00","-32,584.00","132,580.00","46,025.00",0,-78609.66,.,0,0,10937712,10937712,0,0,0,0,530996.6875,530996.6875,0,.,0,"431,001.00",2300.83,0,0,0,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,478,8760
Forcing Wind,Average,2029,AB_Renewables,Alberta Renewables Group,4652912860,1890.40625,4888,"1,886.00",3.4,1.62,1.68,1.21,"202,071.00","-9,856.00","202,071.00","68,754.00",0,-78609.66,.,0,"19,652,516.00",16559959,16559959,0,0,0,19652516,811710.25,811710.25,0,.,1829.84,"590,313.00",2335.34,23.20000076,553.4960327,553.4960327,0,0,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,479,8760
Forcing Wind,Average,2029,Intertie,AB Interties,4652912860,59.4380722,3306,"3,306.00",114.11,54.34,54.34,55.13,.,.,.,.,0,0,.,0,"4,686,097.50",520677.5,520677.5,0,15.33,0,4686097.5,29185.91992,29185.91992,0,.,27796.11,"1,390.00",0,0,96.62162018,8.184160233,0,88.43746185,0,0,0,2029,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,480,1343
Base Case,Average,2030,MRO,MidwestReliabilityOrganization,4712558041,8.259829521,306,306,117.18,55.8,55.8,57.24,.,.,.,.,0,0,.,0,"651,204.94",72356.1,72356.1,0,4.71,0,651204.94,4211.94873,4211.94873,0,.,4011.38,201,0,0,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,0,413
Base Case,Average,2030,AB,Alberta,4712558041,12373.03027,19075.73828,"16,268.00",73.04,31.99,32.65,23.91,"1,364,105.00","481,869.00","748,932.00","511,867.00",615173.19,-29998.68,.,0,"385,691,104.00",108387744,108387744,0,95.29,21.38,385691104,5462420.5,5462420.5,0,.,1921618.13,"1,589,667.00",1682.11,481.998291,698.4260254,698.4260254,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,1,8760
Base Case,Average,2030,AB_CCCT_NG,AB_CCCT_NG,4712558041,4486.751465,6804.358887,"6,235.00",94.99,42.84,43.36,40.35,"803,766.00","185,964.00","326,082.00","185,964.00",477683.31,0,.,0,"251,701,008.00",39303940,39303940,0,58.87,55.72,251701008,1990928.125,1990928.125,0,.,1299203.5,"-348,175.00",304.03,265.3561096,138.4244995,138.4244995,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,2,8760
Base Case,Average,2030,AB_HY_WAT,AB_HY_WAT,4712558041,250.5209656,894,251,6.92,3.3,3.3,3.4,"33,569.00","7,235.00","33,569.00","7,235.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,109235.4766,109235.4766,0,.,0,"68,432.00",0,0,544.4137573,544.4137573,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,3,8760
Base Case,Average,2030,AB_OtherTech_NG,AB_OtherTech_NG,4712558041,70.63557434,97.98904419,89,101.98,48.56,50.9,53.25,"4,725.00","5,569.00","4,725.00","5,569.00",0,0,.,0,"4,655,667.00",618767.63,618767.63,0,2.19,0,4655667,32109.96289,32109.96289,0,.,25272,"-4,512.00",4.77,3.930410862,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,4,8760
Base Case,Average,2030,AB_SCCT_NG,AB_SCCT_NG,4712558041,6705.468262,9379.510742,"8,829.00",65.2,27.58,28.41,15.82,"429,719.00","279,643.00","292,229.00","279,643.00",137489.86,0,.,0,"109,681,920.00",58739904,58739904,0,34.22,0.04,109681920,2958758,2958758,0,.,595280.69,"1,629,224.00",361.88,189.0873566,15.58777237,15.58777237,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,5,8760
Base Case,Average,2030,AB_SCCT_OT,AB_SCCT_OT,4712558041,85.62976837,94,86,40.06,19.08,19.37,20.01,"6,015.00","3,511.00","6,015.00","3,511.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,37555.57422,37555.57422,0,.,774.18,"17,007.00",3.67,4.699999809,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,6,8760
Base Case,Average,2030,AB_ST_Coal,AB_ST_Coal,4712558041,0,0,.,0,0,0,,.,.,.,.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,7,0
Base Case,Average,2030,AB_ST_OT,AB_ST_OT,4712558041,301.9983521,340,302,25,11.9,12.2,12.6,"30,526.00","12,382.00","30,526.00","12,382.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,132450.6875,132450.6875,0,.,1087.74,"69,660.00",21,17,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,8,8760
Base Case,Average,2030,AB_ST_SUN,AB_ST_SUN,4712558041,3.647845745,15,4,0,0,0,0,600,.,600,.,0,0,.,0,0,31955.13,31955.13,0,0,0,0,1664.521729,1664.521729,0,.,0,"1,065.00",9.85,1.5,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,9,4618
Base Case,Average,2030,AB_WT_WND,AB_WT_WND,4712558041,468.3778687,1445,468,-6.31,-3,-3,-3.13,"54,989.00","-12,435.00","54,989.00","17,564.00",0,-29998.68,.,0,0,4102990,4102990,0,0,0,0,199718.3125,199718.3125,0,.,0,"157,164.00",976.71,0,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,10,8680
Base Case,Average,2030,AB_Renewables,Alberta Renewables Group,4712558041,1110.174805,2788,"1,110.00",10.53,5.01,5.13,4.42,"125,699.00","10,692.00","125,699.00","40,691.00",0,-29998.68,.,0,"19,652,516.00",9725131,9725131,0,0,0,19652516,480624.5625,480624.5625,0,.,1861.92,"313,327.00",1011.23,23.20000076,544.4137573,544.4137573,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,11,8760
Base Case,Average,2030,Intertie,AB Interties,4712558041,11.47234631,3306,"3,306.00",117.18,55.8,55.8,57.58,.,.,.,.,0,0,.,0,"904,479.75",100497.75,100497.75,0,4.71,0,904479.75,5884.54248,5884.54248,0,.,5604.33,280,0,0,96.62162018,1.323583841,0,95.29803467,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,12,413
Forcing Wind,Average,2030,MRO,MidwestReliabilityOrganization,4301669856,0.558349252,306,306,117.18,55.8,55.8,52.59,.,.,.,.,0,0,.,0,"44,020.25",4891.14,4891.14,0,0.47,0,44020.25,261.6218872,261.6218872,0,.,249.16,12,0,0,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,429,41
Forcing Wind,Average,2030,AB,Alberta,4301669856,12383.94141,21175.73828,"17,037.00",69.91,30.43,31.07,20.85,"1,444,020.00","411,131.00","828,847.00","490,670.00",615173.19,-79538.77,.,0,"341,365,024.00",108483328,108483328,0,99.53,20.21,341365024,4998044,4998044,0,.,1682869.88,"1,364,441.00",3013.33,481.998291,698.4260254,698.4260254,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,430,8760
Forcing Wind,Average,2030,AB_CCCT_NG,AB_CCCT_NG,4301669856,4005.703369,6804.358887,"6,235.00",95.09,42.84,43.36,39.82,"803,766.00","157,935.00","326,082.00","157,935.00",477683.31,0,.,0,"223,993,440.00",35089960,35089960,0,63.29,55.13,223993440,1635515.875,1635515.875,0,.,1150553.88,"-521,099.00",304.03,265.3561096,127.1615677,127.1615677,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,431,8760
Forcing Wind,Average,2030,AB_HY_WAT,AB_HY_WAT,4301669856,250.5209656,894,251,6.92,3.3,3.3,3.4,"33,569.00","7,235.00","33,569.00","7,235.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,100264.1484,100264.1484,0,.,0,"59,461.00",0,0,556.3803101,556.3803101,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,432,8760
Forcing Wind,Average,2030,AB_OtherTech_NG,AB_OtherTech_NG,4301669856,52.98397446,97.98904419,89,101.98,48.56,50.9,54.25,"4,725.00","4,178.00","4,725.00","4,178.00",0,0,.,0,"3,572,983.75",464139.63,464139.63,0,2.57,0,3572983.75,22745.41211,22745.41211,0,.,19387.56,"-6,355.00",4.77,3.930410862,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,433,8760
Forcing Wind,Average,2030,AB_SCCT_NG,AB_SCCT_NG,4301669856,6441.880371,9379.510742,"8,829.00",65.9,27.58,28.41,14.48,"429,719.00","258,860.00","292,229.00","258,860.00",137489.86,0,.,0,"94,146,088.00",56430872,56430872,0,33.68,0.02,94146088,2602029.25,2602029.25,0,.,511066.53,"1,381,017.00",361.88,189.0873566,14.88416386,14.88416386,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,434,8760
Forcing Wind,Average,2030,AB_SCCT_OT,AB_SCCT_OT,4301669856,85.62976837,94,86,40.06,19.08,19.37,20.01,"6,015.00","3,511.00","6,015.00","3,511.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,34281.10547,34281.10547,0,.,774.18,"13,732.00",3.67,4.699999809,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,435,8760
Forcing Wind,Average,2030,AB_ST_Coal,AB_ST_Coal,4301669856,0,0,.,0,0,0,,.,.,.,.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,436,0
Forcing Wind,Average,2030,AB_ST_OT,AB_ST_OT,4301669856,301.9983521,340,302,25,11.9,12.2,12.6,"30,526.00","12,382.00","30,526.00","12,382.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,120902.3125,120902.3125,0,.,1087.74,"58,111.00",21,17,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,437,8760
Forcing Wind,Average,2030,AB_ST_SUN,AB_ST_SUN,4301669856,3.647845745,15,4,0,0,0,0,600,.,600,.,0,0,.,0,0,31955.13,31955.13,0,0,0,0,1565.599976,1565.599976,0,.,0,966,9.85,1.5,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,438,4618
Forcing Wind,Average,2030,AB_WT_WND,AB_WT_WND,4301669856,1241.577026,3545,"1,237.00",-6.37,-3.03,-3.03,-3.13,"134,904.00","-32,969.00","134,904.00","46,569.00",0,-79538.77,.,0,0,10876214,10876214,0,0,0,0,480739.9688,480739.9688,0,.,0,"378,806.00",2307.93,0,0,0,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,439,8760
Forcing Wind,Average,2030,AB_Renewables,Alberta Renewables Group,4301669856,1883.373901,4888,"1,879.00",3.67,1.75,1.81,1.32,"205,613.00","-9,842.00","205,613.00","69,696.00",0,-79538.77,.,0,"19,652,516.00",16498355,16498355,0,0,0,19652516,737753.125,737753.125,0,.,1861.92,"511,076.00",2342.45,23.20000076,556.3803101,556.3803101,0,0,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,440,8760
Forcing Wind,Average,2030,Intertie,AB Interties,4301669856,0.560928941,3306,"3,306.00",117.18,55.8,55.8,52.58,.,.,.,.,0,0,.,0,"44,223.64",4913.74,4913.74,0,0.47,0,44223.64,262.8228149,262.8228149,0,.,250.31,13,0,0,96.62162018,0.022059731,0,96.5995636,0,0,0,2030,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,441,41
